교과목(강의),교육과정,기수,교육시작일,교육종료일,강의만족도,순위
홍보템플릿 실무,신규공무원 역량향상 심화 과정,3,2024-05-08,2024-05-10,4.355,1052
보고서 작성 실무,신규공무원 역량향상 심화 과정,3,2024-05-08,2024-05-10,4.3475,1058
보조금 실무,신규공무원 역량향상 심화 과정,3,2024-05-08,2024-05-10,4.515,1121
계약실무,신규공무원 역량향상 심화 과정,3,2024-05-08,2024-05-10,4.4975,1203
시설물 유지관리 및 하자보수 요령,토목실무 과정,1,2024-05-08,2024-05-10,4.47,1295
건설공사 품질시험 및 자재 검수 요령,토목실무 과정,1,2024-05-08,2024-05-10,4.47,1295
법률(규정) 해석,신규공무원 역량향상 심화 과정,3,2024-05-08,2024-05-10,4.43,1425
감사지적 사례 및 기술감사 사례,토목실무 과정,1,2024-05-08,2024-05-10,4.41,1495
공사관련 행정서류 작성 및 검토실무,토목실무 과정,1,2024-05-08,2024-05-10,4.3875,1566
"국토계획법, 지방계약법의 이해",토목실무 과정,1,2024-05-08,2024-05-10,4.315,1714
e-호조 지출·회계 실무,신규공무원 역량향상 심화 과정,3,2024-05-08,2024-05-10,4.2,1843
바람직한 공직관 실천,신규 임용(후보)자 과정,4,2024-05-13,2024-05-31,4.7275,385
엑셀실무,신규 임용(후보)자 과정,4,2024-05-13,2024-05-31,4.6975,480
공직가치 액션러닝(골든타임 119),신규 임용(후보)자 과정,4,2024-05-13,2024-05-31,4.655,592
Open mind/팀빌딩,신규 임용(후보)자 과정,4,2024-05-13,2024-05-31,4.64,636
경남의 도정과제 공유,신규 임용(후보)자 과정,4,2024-05-13,2024-05-31,4.6275,687
청탁금지법의 이해,신규 임용(후보)자 과정,4,2024-05-13,2024-05-31,4.615,740
성과중심 공직가치 함양,신규 임용(후보)자 과정,4,2024-05-13,2024-05-31,4.605,769
성찰 및 비전 수립,신규 임용(후보)자 과정,4,2024-05-13,2024-05-31,4.6,792
발표능력 기법 향상,신규 임용(후보)자 과정,4,2024-05-13,2024-05-31,4.59,827
오픈마인드,신규 임용(후보)자 과정,4,2024-05-13,2024-05-31,4.5775,869
직장 내 괴롭힘 예방,신규 임용(후보)자 과정,4,2024-05-13,2024-05-31,4.575,884
독도를 통한 올바른 역사인식,신규 임용(후보)자 과정,4,2024-05-13,2024-05-31,4.5675,906
공무원 노사관계의 이해,신규 임용(후보)자 과정,4,2024-05-13,2024-05-31,4.56,933
세대공감 및 민원응대 역할연기,신규 임용(후보)자 과정,4,2024-05-13,2024-05-31,4.5575,952
일반서무 업무 알아보기,신규 임용(후보)자 과정,4,2024-05-13,2024-05-31,4.5475,992
차세대지방재정관리시스템,신규 임용(후보)자 과정,4,2024-05-13,2024-05-31,4.5425,1014
쉽게 활용하는 한글 팁,신규 임용(후보)자 과정,4,2024-05-13,2024-05-31,4.53,1076
공무원 연금제도의 이해,신규 임용(후보)자 과정,4,2024-05-13,2024-05-31,4.5225,1095
보도자료 작성실무,신규 임용(후보)자 과정,4,2024-05-13,2024-05-31,4.5125,1130
핵심 엑셀 활용 팁,신규 임용(후보)자 과정,4,2024-05-13,2024-05-31,4.505,1155
법령체계와 법령해석 방법론,신규 임용(후보)자 과정,4,2024-05-13,2024-05-31,4.505,1155
보고서 작성 및 기획역량 강화,신규 임용(후보)자 과정,4,2024-05-13,2024-05-31,4.5,1173
보고서 작성 실습,신규 임용(후보)자 과정,4,2024-05-13,2024-05-31,4.495,1206
온나라시스템,신규 임용(후보)자 과정,4,2024-05-13,2024-05-31,4.4375,1404
현장학습(도정과제 연계),신규 임용(후보)자 과정,4,2024-05-13,2024-05-31,4.405,1517
지방보조금 관리시스템(보탬e) 활용,보조금 단체 회계실무 과정,3,2024-05-13,2024-05-13,4.3475,1657
행정업무 운영실무,신규 임용(후보)자 과정,4,2024-05-13,2024-05-31,4.345,1662
보조금 실무,보조금 단체 회계실무 과정,3,2024-05-13,2024-05-13,4.175,1861
회계실무,신규 임용(후보)자 과정,4,2024-05-13,2024-05-31,4.17,1862
지방보조금 관리시스템(보탬e) 활용,보조금 단체 회계실무 과정,4,2024-05-14,2024-05-14,4.2975,1750
보조금 실무,보조금 단체 회계실무 과정,4,2024-05-14,2024-05-14,4.0825,1901
디자인 플랫폼의 이해 및 생성형 AI 활용,디자인 플랫폼 활용 과정,1,2024-05-17,2024-05-17,4.78,273
상황에 맞는 플랫폼 활용 실습,디자인 플랫폼 활용 과정,1,2024-05-17,2024-05-17,4.7799,274
공직자 10대 행위기준 알아보기,공직자 이해충돌 방지 과정,1,2024-05-17,2024-05-17,4.586,759
신고 절차 및 신고자 보호·보상 등,공직자 이해충돌 방지 과정,1,2024-05-17,2024-05-17,4.5795,783
이해충돌방지법 제정 의의 및 사례,공직자 이해충돌 방지 과정,1,2024-05-17,2024-05-17,4.5652,811
공직자 10대 행위기준 알아보기,공직자 이해충돌 방지 과정,1,2024-05-17,2024-05-17,4.5475,992
이해충돌방지법 제정 의의 및 사례,공직자 이해충돌 방지 과정,1,2024-05-17,2024-05-17,4.515,1118
신고 절차 및 신고자 보호·보상 등,공직자 이해충돌 방지 과정,1,2024-05-17,2024-05-17,4.47,1295
상황에 맞는 플랫폼 활용 실습,디자인 플랫폼 활용 과정,1,2024-05-17,2024-05-17,4.42,1466
디자인 플랫폼의 이해,디자인 플랫폼 활용 과정,1,2024-05-17,2024-05-17,4.41,1495
경남형 통합돌봄 개념과 정책의 이해,6급 승진자 역량향상 과정,2,2024-05-21,2024-05-24,4.5526,843
기획보고서 작성실무,6급 승진자 역량향상 과정,2,2024-05-21,2024-05-24,4.5263,877
역량개발 이해,6급 승진자 역량향상 과정,2,2024-05-21,2024-05-24,4.4342,974
역량에 대한 이해 모의과제:역할연기,6급 승진자 역량향상 과정,2,2024-05-21,2024-05-24,4.4342,974
생성형 AI의 직무적용,6급 승진자 역량향상 과정,2,2024-05-21,2024-05-24,4.4174,998
소통과 갈등관리,6급 승진자 역량향상 과정,2,2024-05-21,2024-05-24,4.3684,1047
언론 대응 및 보고 능력 향상,6급 승진자 역량향상 과정,2,2024-05-21,2024-05-24,4.3333,1064
소통과 갈등관리,6급 승진자 역량향상 과정,2,2024-05-21,2024-05-24,4.3825,1576
역량개발 이해 및 과제 실습,6급 승진자 역량향상 과정,2,2024-05-21,2024-05-24,4.3475,1657
생성형 AI의 직무적용,6급 승진자 역량향상 과정,2,2024-05-21,2024-05-24,4.3375,1672
소통을 위한 대화의 기술 공감기법,6급 승진자 역량향상 과정,2,2024-05-21,2024-05-24,4.275,1775
역량개발 이해 및 실습(집단토론),6급 승진자 역량향상 과정,2,2024-05-21,2024-05-24,4.2475,1804
기획보고서 작성 실무,6급 승진자 역량향상 과정,2,2024-05-21,2024-05-24,4,1922
언론 대응 및 보고 능력 향상,6급 승진자 역량향상 과정,2,2024-05-21,2024-05-24,4,1922
갈등 해결 및 성과 창출 리더십,시·군 팀장 리더십 과정,4,2024-05-22,2024-05-24,4.74,354
항노화 이해,항노화산업 탐방 과정,1,2024-05-22,2024-05-24,4.7212,393
항노화와 현대인의 건강관리,항노화산업 탐방 과정,1,2024-05-22,2024-05-24,4.7212,393
팀장의 역할 공감,시·군 팀장 리더십 과정,4,2024-05-22,2024-05-24,4.71,456
신임팀장 비전 만들기,시·군 팀장 리더십 과정,4,2024-05-22,2024-05-24,4.69,500
재난관리체계의 이해,재난관리 실무 과정,2,2024-05-22,2024-05-24,4.6575,585
항노화 이해,항노화산업 탐방 과정,1,2024-05-22,2024-05-24,4.65,606
소통을 위한 대화의 기술과 공감 기법,재난관리 실무 과정,2,2024-05-22,2024-05-24,4.6464,606
재난관리 예방 및 대응에 대한 토론,재난관리 실무 과정,2,2024-05-22,2024-05-24,4.645,624
기능연속성 계획 교육 및 훈련,재난관리 실무 과정,2,2024-05-22,2024-05-24,4.63,675
재난위기관리 매뉴얼 및 재난관리 협업,재난관리 실무 과정,2,2024-05-22,2024-05-24,4.63,675
소통을 위한 대화기술 및 공감기법,시·군 팀장 리더십 과정,4,2024-05-22,2024-05-24,4.63,679
수질오염 재난사례 및 대응,재난관리 실무 과정,2,2024-05-22,2024-05-24,4.6014,721
팀장의 보고 및 발표스킬,시·군 팀장 리더십 과정,4,2024-05-22,2024-05-24,4.62,730
항노화와 현대인의 건강관리,항노화산업 탐방 과정,1,2024-05-22,2024-05-24,4.6025,785
재난사례 및 교훈,재난관리 실무 과정,2,2024-05-22,2024-05-24,4.5725,889
국가재난 시스템과 선진재난 관리매뉴얼,재난관리 실무 과정,2,2024-05-22,2024-05-24,4.4932,917
경남도의 재난안전 역량수준 및 역량강화 방안,재난관리 실무 과정,2,2024-05-22,2024-05-24,4.4595,947
자연재난 사례 및 안전관리,재난관리 실무 과정,2,2024-05-22,2024-05-24,4.3919,1023
사회재난 사례 및 안전관리,재난관리 실무 과정,2,2024-05-22,2024-05-24,4.3446,1060
스트레칭,항노화산업 탐방 과정,1,2024-05-22,2024-05-24,4.4925,1210
역량교육의 이해,시·군 팀장 리더십 과정,4,2024-05-22,2024-05-24,4.1825,1856
우주항공산업과 경남의 미래,시·군 팀장 리더십 과정,4,2024-05-22,2024-05-24,4.18,1858
[모의과제 실습] 구두발표,시·군 팀장 리더십 과정,4,2024-05-22,2024-05-24,4.12,1885
보도자료 작성 및 실습,홍보실무 과정,1,2024-05-23,2024-05-24,4.8636,126
정책홍보에 대한 이해,홍보실무 과정,1,2024-05-23,2024-05-24,4.8182,199
보도자료 작성 및 언론인터뷰,홍보실무 과정,1,2024-05-23,2024-05-24,4.73,376
챗GPT활용 홍보자료 만들기,홍보실무 과정,1,2024-05-23,2024-05-24,4.7273,376
언론 오보에 대한 대응,홍보실무 과정,1,2024-05-23,2024-05-24,4.6,792
SNS활용 홍보전략,홍보실무 과정,1,2024-05-23,2024-05-24,4.5227,882
스토리텔링 홍보전략,홍보실무 과정,1,2024-05-23,2024-05-24,4.4545,955
정책홍보에 대한 이해,홍보실무 과정,1,2024-05-23,2024-05-24,4.5525,962
스토리텔링 활용 홍보전략,홍보실무 과정,1,2024-05-23,2024-05-24,4.525,1088
카드뉴스와 SNS 홍보전략,홍보실무 과정,1,2024-05-23,2024-05-24,4.285,1762
현장학습(남해),경남의 섬 과정,2,2024-05-28,2024-05-31,4.8083,217
현장학습(통영),경남의 섬 과정,2,2024-05-28,2024-05-31,4.7917,246
현장학습(거제),경남의 섬 과정,2,2024-05-28,2024-05-31,4.7917,246
경남의 섬 가치와 미래,경남의 섬 과정,2,2024-05-28,2024-05-31,4.7899,250
경남 섬 가치와 미래,경남의 섬 과정,2,2024-05-28,2024-05-31,4.5675,914
드론을 활용한 촬영,드론 이해 및 행정 활용 과정,2,2024-05-29,2024-05-31,4.895,97
드론 기본 조작 및 원리 이해,드론 이해 및 행정 활용 과정,2,2024-05-29,2024-05-31,4.88,115
조종실습2,드론 이해 및 행정 활용 과정,2,2024-05-29,2024-05-31,4.88,115
드론 관련 법규 및 행정접목 사례,드론 이해 및 행정 활용 과정,2,2024-05-29,2024-05-31,4.865,136
조종실습1,드론 이해 및 행정 활용 과정,2,2024-05-29,2024-05-31,4.85,157
경남 미래항공모빌리티(AAM) 육성 등,드론 이해 및 행정 활용 과정,2,2024-05-29,2024-05-31,4.7775,284
바람직한 공직관 실천,신규 임용(후보)자 과정,5,2024-06-03,2024-06-21,4.725,387
공직가치 액션러닝(골든타임 119),신규 임용(후보)자 과정,5,2024-06-03,2024-06-21,4.64,636
Open mind/팀빌딩,신규 임용(후보)자 과정,5,2024-06-03,2024-06-21,4.625,691
직장 내 괴롭힘 방지,신규 임용(후보)자 과정,5,2024-06-03,2024-06-21,4.6,792
보고서 작성 및 기획역량 강화,신규 임용(후보)자 과정,5,2024-06-03,2024-06-21,4.5825,851
성과중심 공직가치 함양,신규 임용(후보)자 과정,5,2024-06-03,2024-06-21,4.5825,851
경남의 도정과제 공유,신규 임용(후보)자 과정,5,2024-06-03,2024-06-21,4.5675,906
발표능력 기법 향상,신규 임용(후보)자 과정,5,2024-06-03,2024-06-21,4.565,915
독도를 통한 올바른 역사인식,신규 임용(후보)자 과정,5,2024-06-03,2024-06-21,4.5625,924
보도자료 작성실무,신규 임용(후보)자 과정,5,2024-06-03,2024-06-21,4.5425,1014
지방보조금 관리시스템(보탬e) 활용,보조금 단체 회계실무 과정,5,2024-06-03,2024-06-03,4.51,1136
세대공감 및 민원응대 역할연기,신규 임용(후보)자 과정,5,2024-06-03,2024-06-21,4.51,1136
예산실무,신규 임용(후보)자 과정,5,2024-06-03,2024-06-21,4.5025,1168
일반서무 업무 알아보기,신규 임용(후보)자 과정,5,2024-06-03,2024-06-21,4.4725,1283
청탁금지법의 이해,신규 임용(후보)자 과정,5,2024-06-03,2024-06-21,4.44,1390
성찰 및 비전 수립,신규 임용(후보)자 과정,5,2024-06-03,2024-06-21,4.415,1483
보고서 작성 및 기획역량 강화,신규 임용(후보)자 과정,5,2024-06-03,2024-06-21,4.41,1495
차세대지방재정관리시스템,신규 임용(후보)자 과정,5,2024-06-03,2024-06-21,4.39,1559
핵심 엑셀 활용 팁,신규 임용(후보)자 과정,5,2024-06-03,2024-06-21,4.385,1572
현장학습(도정과제 연계),신규 임용(후보)자 과정,5,2024-06-03,2024-06-21,4.3825,1576
쉽게 활용하는 한글 팁,신규 임용(후보)자 과정,5,2024-06-03,2024-06-21,4.3825,1576
행정업무 운영실무,신규 임용(후보)자 과정,5,2024-06-03,2024-06-21,4.38,1587
공무원 노사관계의 이해,신규 임용(후보)자 과정,5,2024-06-03,2024-06-21,4.3775,1604
경남의 비전과 주요정책,신규 임용(후보)자 과정,5,2024-06-03,2024-06-21,4.375,1609
공무원 연금제도의 이해,신규 임용(후보)자 과정,5,2024-06-03,2024-06-21,4.375,1609
현장학습(도정과제 연계),신규 임용(후보)자 과정,5,2024-06-03,2024-06-21,4.3675,1617
보고서 작성 실습,신규 임용(후보)자 과정,5,2024-06-03,2024-06-21,4.3625,1628
온나라 시스템,신규 임용(후보)자 과정,5,2024-06-03,2024-06-21,4.3175,1710
법령체계와 법령해석 방법론,신규 임용(후보)자 과정,5,2024-06-03,2024-06-21,4.315,1714
인문학 콘서트,미래설계 과정(1주차),2,2024-06-10,2024-06-21,4.8279,186
알기쉬운 세무상식 및 절세전략,미래설계 과정,2,2024-06-10,2024-06-21,4.8275,193
동의보감에 나타난 성인병 예방,미래설계 과정,2,2024-06-10,2024-06-21,4.81,219
인문학 콘서트,미래설계 과정,2,2024-06-10,2024-06-21,4.81,219
나만의 힐링법-아로마테라피,미래설계 과정(1주차),2,2024-06-10,2024-06-21,4.7981,235
연금제도의 이해,미래설계 과정,2,2024-06-10,2024-06-21,4.79,253
"퇴직 후 인생, 와인처럼 깊어지다",미래설계 과정(1주차),2,2024-06-10,2024-06-21,4.7865,261
건강한 삶을 위한 기 에너지 충전,미래설계 과정,2,2024-06-10,2024-06-21,4.765,306
스마트폰 제대로 찍기,미래설계 과정,2,2024-06-10,2024-06-21,4.7475,344
시간관리 생애설계,미래설계 과정(1주차),2,2024-06-10,2024-06-21,4.73,372
2024년 지역 부동산 전망,미래설계 과정,2,2024-06-10,2024-06-21,4.725,389
퇴직전후 맞춤 재테크,미래설계 과정,2,2024-06-10,2024-06-21,4.715,416
인문학으로 보는 와인,미래설계 과정,2,2024-06-10,2024-06-21,4.71,435
동의보감에 나타난 성인병 예방,미래설계 과정(1주차),2,2024-06-10,2024-06-21,4.6892,488
시간관리 생애설계,미래설계 과정,2,2024-06-10,2024-06-21,4.685,512
취업심사 및 행위제한제도 안내,미래설계 과정(1주차),2,2024-06-10,2024-06-21,4.61,702
연금제도의 이해,미래설계 과정(1주차),2,2024-06-10,2024-06-21,4.6019,720
취업심사 및 행위제한제도 안내,미래설계 과정,2,2024-06-10,2024-06-21,4.605,769
고수의 여행노하우,미래설계 과정(1주차),2,2024-06-10,2024-06-21,4.5577,823
AI를 활용한 보고서 및 인사말 작성,기획능력 향상 과정,2,2024-06-12,2024-06-14,4.8875,97
"기획력 향상을 위한 논리, 창의적 사고",기획능력 향상 과정,2,2024-06-12,2024-06-14,4.85,144
기획보고서 이해 및 작성전략,기획능력 향상 과정,2,2024-06-12,2024-06-14,4.85,144
기획보고서 작성 피드백,기획능력 향상 과정,2,2024-06-12,2024-06-14,4.848,148
보도자료 작성(언론대처) 전략,기획능력 향상 과정,2,2024-06-12,2024-06-14,4.825,191
기획보고서 작성 실습,기획능력 향상 과정,2,2024-06-12,2024-06-14,4.8224,195
프리젠테이션과 보고 브리핑,시·군 팀장 역량향상 과정,2,2024-06-12,2024-06-14,4.635,663
자기개발계획서 작성 및 팀장의 비전,시·군 팀장 역량향상 과정,2,2024-06-12,2024-06-14,4.635,663
역량에 대한 이해,시·군 팀장 역량향상 과정,2,2024-06-12,2024-06-14,4.6175,732
역량교육을 위한 마음열기,시·군 팀장 역량향상 과정,2,2024-06-12,2024-06-14,4.585,845
[모의과제 실습] 구두발표,시·군 팀장 역량향상 과정,2,2024-06-12,2024-06-14,4.5825,851
[모의과제 실습] 집단토론,시·군 팀장 역량향상 과정,2,2024-06-12,2024-06-14,4.575,877
역할수행 및 토론,시·군 팀장 역량향상 과정,2,2024-06-12,2024-06-14,4.5675,906
보도자료 작성법,기획능력 향상 과정,2,2024-06-12,2024-06-14,4.545,1005
보고서 작성 기법 및 실습,기획능력 향상 과정,2,2024-06-12,2024-06-14,4.5325,1062
기획의 이론과 실제1 -창의적 사고-,기획능력 향상 과정,2,2024-06-12,2024-06-14,4.4655,1311
기획의 이론과 실제1 -논리적&분석적 사고-,기획능력 향상 과정,2,2024-06-12,2024-06-14,4.325,1702
기획방법론 및 문제해결,기획능력 향상 과정,2,2024-06-12,2024-06-14,3.99,1927
정책기획서 및 보고서 작성 실습,기획능력 향상 과정,2,2024-06-12,2024-06-14,3.93,1935
전략적 기획 마인드의 이해,기획능력 향상 과정,2,2024-06-12,2024-06-14,3.8675,1942
나의 강점 찾기 및 성장 마인드 셋,코칭 리더십 과정,1,2024-06-19,2024-06-20,4.9286,49
뇌파를 통해 배우는 멘탈 코칭,코칭 리더십 과정,1,2024-06-19,2024-06-20,4.9286,49
코칭의 이해 및 효과,코칭 리더십 과정,1,2024-06-19,2024-06-20,4.9107,62
실행계획과 소감 공유,코칭 리더십 과정,1,2024-06-19,2024-06-20,4.8929,77
나의 강점 찾기 및 성장 마인드셋,코칭 리더십 과정,1,2024-06-19,2024-06-20,4.9,83
"마음을 여는 경청과 생각을 여는 질문, 피드백 스킬",코칭 리더십 과정,1,2024-06-19,2024-06-20,4.9,83
실행계획과 소감 공유,코칭 리더십 과정,1,2024-06-19,2024-06-20,4.9,83
촉진 스킬 이해와 성과면담 실습,코칭 리더십 과정,1,2024-06-19,2024-06-20,4.9,83
코칭 대화하기(GROW 코칭),코칭 리더십 과정,1,2024-06-19,2024-06-20,4.9,83
"코칭 대화하기(상황별 코칭, 1:1 코칭)",코칭 리더십 과정,1,2024-06-19,2024-06-20,4.9,83
코칭의 이해 및 효과,코칭 리더십 과정,1,2024-06-19,2024-06-20,4.9,83
스마트폰 업무환경 최적화하기,스마트기기 활용 과정,2,2024-06-19,2024-06-21,4.9,83
chat GPT 업무 활용,스마트기기 활용 과정,2,2024-06-19,2024-06-21,4.89,102
크롬을 이용한 인터넷 정보 수집,스마트기기 활용 과정,2,2024-06-19,2024-06-21,4.89,102
"마음을 여는 경청과 생각을 여는 질문, 피드백 스킬",코칭 리더십 과정,1,2024-06-19,2024-06-20,4.875,106
촉진 스킬 이해와 성과면담 실습,코칭 리더십 과정,1,2024-06-19,2024-06-20,4.875,106
자료찾기 및 공유 앱 활용,스마트기기 활용 과정,2,2024-06-19,2024-06-21,4.88,115
저작권 문제없는 콘텐츠 활용,스마트기기 활용 과정,2,2024-06-19,2024-06-21,4.88,115
클라우드 서비스를 활용한 데이터 관리,스마트기기 활용 과정,2,2024-06-19,2024-06-21,4.88,115
윈도우 앱 활용,스마트기기 활용 과정,2,2024-06-19,2024-06-21,4.8646,124
클라우드 서비스를 활용한 데이터 관리,스마트기기 활용 과정,2,2024-06-19,2024-06-21,4.8646,124
업무효율을 높이는 윈도우 활용 기능,스마트기기 활용 과정,2,2024-06-19,2024-06-21,4.87,135
코칭 대화하기(GROW 코칭),코칭 리더십 과정,1,2024-06-19,2024-06-20,4.8571,136
업무효율을 높이는 윈도우 활용 기능,스마트기기 활용 과정,2,2024-06-19,2024-06-21,4.8542,141
ChatGPT 업무 활용,스마트기기 활용 과정,2,2024-06-19,2024-06-21,4.8542,141
동영상 편집 앱을 이용한 영상 편집,스마트기기 활용 과정,2,2024-06-19,2024-06-21,4.86,147
업무 생산성을 높이는 앱 활용,스마트기기 활용 과정,2,2024-06-19,2024-06-21,4.8438,158
"코칭 대화하기(상황별 코칭, 1:1 코칭)",코칭 리더십 과정,1,2024-06-19,2024-06-20,4.8393,163
전시기획 유치 및 운영,MICE 사업유치 역량강화 과정,1,2024-06-19,2024-06-21,4.8333,171
관광과 MICE사업 국내외 트렌드 및 우수사례,MICE 사업유치 역량강화 과정,1,2024-06-19,2024-06-21,4.8333,171
국제행사 기획 및 운영,MICE 사업유치 역량강화 과정,1,2024-06-19,2024-06-21,4.8333,171
국제행사 유치(사례중심),MICE 사업유치 역량강화 과정,1,2024-06-19,2024-06-21,4.8333,171
저작권 문제없는 콘텐츠 활용,스마트기기 활용 과정,2,2024-06-19,2024-06-21,4.8302,181
업무 속도를 빠르게 도와주는 유틸리티 활용,스마트기기 활용 과정,2,2024-06-19,2024-06-21,4.83,187
경남의 MICE산업 현황 및 발전방안,MICE 사업유치 역량강화 과정,1,2024-06-19,2024-06-21,4.825,189
"MICE 사업의 이해 (정의, 구성요소, 경제적 파급효과)",MICE 사업유치 역량강화 과정,1,2024-06-19,2024-06-21,4.825,191
스마트폰 업무환경 최적화하기,스마트기기 활용 과정,2,2024-06-19,2024-06-21,4.8132,210
동영상 편집 앱을 이용한 영상 편집,스마트기기 활용 과정,2,2024-06-19,2024-06-21,4.8125,212
마이스 행사 및 개최효과의 이해,MICE 사업유치 역량강화 과정,1,2024-06-19,2024-06-21,4.5975,807
국제회의 이해 및 사례(현장경험 중심),MICE 사업유치 역량강화 과정,1,2024-06-19,2024-06-21,4.535,1047
경남 마이스 산업 및 지원현황,MICE 사업유치 역량강화 과정,1,2024-06-19,2024-06-21,4.4275,1434
국제기구 및 유치효과의 이해,MICE 사업유치 역량강화 과정,1,2024-06-19,2024-06-21,4.4175,1475
국제회의 유치 과정,MICE 사업유치 역량강화 과정,1,2024-06-19,2024-06-21,4.4,1526
국제회의 발굴 및 유치 제안실무,MICE 사업유치 역량강화 과정,1,2024-06-19,2024-06-21,4.4,1537
김해형 탄소중립 사업방향,기후위기 적응 대응 과정,1,2024-06-20,2024-06-21,4.7125,424
기후위기 사례,기후위기 적응 대응 과정,1,2024-06-20,2024-06-21,4.6667,545
기후위기와 탄소중립의 이해,기후위기 적응 대응 과정,1,2024-06-20,2024-06-21,4.5556,830
기후위기 대응 국내외 동향,기후위기 적응 대응 과정,1,2024-06-20,2024-06-21,4.4861,924
경남도의 기후위기 대응 정책,기후위기 적응 대응 과정,1,2024-06-20,2024-06-21,4.4583,950
기후위기 적응 및 대응을 위한 경남도의 역할,기후위기 적응 대응 과정,1,2024-06-20,2024-06-21,4.345,1662
기후 위기와 탄소중립의 이해,기후위기 적응 대응 과정,1,2024-06-20,2024-06-21,4.285,1762
기후위기 적응 및 대응을 위한 실천방안,기후위기 적응 대응 과정,1,2024-06-20,2024-06-21,4.06,1909
독도를 통한 올바른 역사인식,신규 임용(후보)자 과정,6,2024-06-24,2024-07-12,4.6175,732
보도자료 작성실무,신규 임용(후보)자 과정,6,2024-06-24,2024-07-12,4.5875,840
디지털·미래대응 교육 이해 및 실습,신규 임용(후보)자 과정,6,2024-06-24,2024-07-12,4.5875,840
보고서 작성 실습,신규 임용(후보)자 과정,6,2024-06-24,2024-07-12,4.575,884
공무원 연금제도의 이해,신규 임용(후보)자 과정,6,2024-06-24,2024-07-12,4.57,895
직장 내 괴롭힘 예방,신규 임용(후보)자 과정,6,2024-06-24,2024-07-12,4.5675,906
청탁금지법의 이해,신규 임용(후보)자 과정,6,2024-06-24,2024-07-12,4.55,972
생동감up 현장이야기(조직이야기),신규 임용(후보)자 과정,6,2024-06-24,2024-07-12,4.54,1026
성찰 및 비전 수립,신규 임용(후보)자 과정,6,2024-06-24,2024-07-12,4.535,1047
차세대 지방재정관리 시스템,신규 임용(후보)자 과정,6,2024-06-24,2024-07-12,4.5275,1086
법령체계와 법령해석 방법론,신규 임용(후보)자 과정,6,2024-06-24,2024-07-12,4.48,1247
행정정보보호 및 사이버 위협 예방,신규 임용(후보)자 과정,6,2024-06-24,2024-07-12,4.475,1269
발표능력 기법 향상,신규 임용(후보)자 과정,6,2024-06-24,2024-07-12,4.4475,1371
Open mind/팀빌딩,신규 임용(후보)자 과정,6,2024-06-24,2024-07-12,4.44,1390
공직가치 액션러닝(골든타임 119),신규 임용(후보)자 과정,6,2024-06-24,2024-07-12,4.44,1397
예산실무,신규 임용(후보)자 과정,6,2024-06-24,2024-07-12,4.43,1425
경남의 도정과제 공유,신규 임용(후보)자 과정,6,2024-06-24,2024-07-12,4.4225,1461
쉽게 활용하는 한글 팁,신규 임용(후보)자 과정,6,2024-06-24,2024-07-12,4.4175,1478
성과중심 공직가치 함양,신규 임용(후보)자 과정,6,2024-06-24,2024-07-12,4.415,1480
현장학습(도정과제 연계),신규 임용(후보)자 과정,6,2024-06-24,2024-07-12,4.4075,1510
핵심 엑셀 활용 팁,신규 임용(후보)자 과정,6,2024-06-24,2024-07-12,4.4025,1522
세대공감 및 민원응대 역할연기,신규 임용(후보)자 과정,6,2024-06-24,2024-07-12,4.4,1526
온나라시스템,신규 임용(후보)자 과정,6,2024-06-24,2024-07-12,4.4,1537
일반서무 업무 알아보기,신규 임용(후보)자 과정,6,2024-06-24,2024-07-12,4.3875,1564
행정업무 운영실무,신규 임용(후보)자 과정,6,2024-06-24,2024-07-12,4.3375,1672
보고서 작성 및 기획역량 강화,신규 임용(후보)자 과정,6,2024-06-24,2024-07-12,4.32,1708
공무원 노사관계의 이해,신규 임용(후보)자 과정,6,2024-06-24,2024-07-12,4.31,1726
경남의 비전과 주요정책,신규 임용(후보)자 과정,6,2024-06-24,2024-07-12,4.305,1737
바람직한 공직관 실천,신규 임용(후보)자 과정,6,2024-06-24,2024-07-12,4.3,1746
회계실무,신규 임용(후보)자 과정,6,2024-06-24,2024-07-12,4.2525,1795
생동감up 현장이야기(민원응대),신규 임용(후보)자 과정,6,2024-06-24,2024-07-12,4.2325,1813
보도자료 작성실무,7·8급 승진자 역량향상 과정,3,2024-06-25,2024-06-28,5,1
스트레칭과 싱잉볼 명상,7·8급 승진자 역량향상 과정,3,2024-06-25,2024-06-28,5,1
소통을 위한 대화기술 및 공감기법,7·8급 승진자 역량향상 과정,3,2024-06-25,2024-06-28,5,1
생성형 AI의 직무적용,7·8급 승진자 역량향상 과정,3,2024-06-25,2024-06-28,4.95,34
"드라마, 영화로 이해하는 청렴",7·8급 승진자 역량향상 과정,3,2024-06-25,2024-06-28,4.925,52
엑셀 활용 팁,7·8급 승진자 역량향상 과정,3,2024-06-25,2024-06-28,4.875,106
엑셀실무 스킬 UP,7·8급 승진자 역량향상 과정,3,2024-06-25,2024-06-28,4.885,112
소통을 위한 대화의 기술과 공감 기법,7·8급 승진자 역량향상 과정,3,2024-06-25,2024-06-28,4.825,195
생성형 AI의 직무적용,7·8급 승진자 역량향상 과정,3,2024-06-25,2024-06-28,4.795,248
보고서 작성 실무,7·8급 승진자 역량향상 과정,3,2024-06-25,2024-06-28,4.725,386
